DATE,LATITUDE_B,LONGITUDE_B,ELEVATION_B,PRCP_B,SNWD_B,tmax_b,tmin_b,Tavg_B,LATITUDE_C,LONGITUDE_C,ELEVATION_C,PRCP_C,SNWD_C,tmax_c,tmin_c,Tavg_C,LONGITUDE,LATITUDE,TAVG,ELEVATION
1975-04-01,62.95,79.82,66,0,0.0,10.81,1.52,6.165,63.08,78.93,64,0.0,0.0,13.2,1.92,7.56,78.733,63.933,6.2,63
1975-04-05,62.95,79.82,66,0,0.0,22.26,1.36,11.81,63.08,78.93,64,0.0,0.0,24.2,8.440000000000001,16.32,78.733,63.933,7.6,63
1975-04-18,62.95,79.82,66,0,3.96,22.26,8.08,15.170000000000002,63.08,78.93,64,0.0,0.0,27.48192996742671,5.357027687296416,16.56,78.733,63.933,11.8,63
1975-04-26,62.95,79.82,66,0,0.0,26.75,3.6,15.175,63.08,78.93,64,0.0,3.74,26.4,3.8,15.1,78.733,63.933,11.8,63
1975-05-22,62.95,79.82,66,11,0.0,31.03,13.68,22.355,63.08,78.93,64,2.0,0.0,26.4,3.8,15.1,78.733,63.933,14.7,63
1975-06-10,62.95,79.82,66,0,0.0,37.13,12.08,24.605,63.08,78.93,64,0.0,0.0,26.4,3.8,15.1,78.733,63.933,23.5,63
1975-06-17,62.95,79.82,66,0,0.0,36.92,14.48,25.700000000000003,63.08,78.93,64,2.0,0.0,26.4,3.8,15.1,78.733,63.933,24.3,63
1975-06-29,62.95,79.82,66,0,0.0,38.52,14.96,26.740000000000002,63.08,78.93,64,2.0,0.0,39.6,14.25,26.925,78.733,63.933,25.6,63
1975-07-02,62.95,79.82,66,0,0.0,42.8,39.12,40.959999999999994,63.08,78.93,64,0.0,3.2,49.92,22.8,36.36,78.733,63.933,28.8,63
1975-07-03,62.95,79.82,66,0,0.0,42.26,36.4,39.33,63.08,78.93,64,0.0,0.0,49.92,22.8,36.36,78.733,63.933,28.0,63
1975-07-10,62.95,79.82,66,0,0.0,44.4,15.28,29.84,63.08,78.93,64,0.0,0.0,49.92,22.8,36.36,78.733,63.933,30.5,63
1975-07-11,62.95,79.82,66,0,0.0,46.87,19.36,33.114999999999995,63.08,78.93,64,0.0,0.0,49.92,22.8,36.36,78.733,63.933,29.2,63
1975-07-14,62.95,79.82,66,0,0.0,59.39,16.88,38.135,63.08,78.93,64,0.0,0.0,41.521929967426715,19.39702768729642,30.6,78.733,63.933,26.2,63
1975-07-22,62.95,79.82,66,0,0.0,35.84,14.08,24.96,63.08,78.93,64,0.0,3.34,37.4,15.2,26.299999999999997,78.733,63.933,26.2,63
1975-07-24,62.95,79.82,66,0,0.0,36.92,13.52,25.22,63.08,78.93,64,0.0,0.0,37.4,15.2,26.299999999999997,78.733,63.933,26.0,63
1975-07-25,62.95,79.82,66,0,0.0,76.51,14.48,45.495000000000005,63.08,78.93,64,0.0,0.0,39.6,15.2,27.4,78.733,63.933,27.2,63
1975-07-26,62.95,79.82,66,0,0.0,40.45,15.68,28.065,63.08,78.93,64,0.0,0.0,40.7,18.05,29.375,78.733,63.933,26.5,63
1975-08-03,62.95,79.82,66,0,0.0,39.52,37.45,38.485,63.08,78.93,64,0.0,0.0,39.6,19.95,29.775,78.733,63.933,27.5,63
1975-08-06,62.95,79.82,66,0,0.0,71.16,16.16,43.66,63.08,78.93,64,0.0,0.0,39.6,19.95,29.775,78.733,63.933,30.0,63
1975-08-09,62.95,79.82,66,0,0.0,35.2,14.48,24.840000000000003,63.08,78.93,64,0.0,0.0,35.2,23.839999999999996,29.52,78.733,63.933,24.6,63
1975-08-10,62.95,79.82,66,0,0.0,33.71,12.08,22.895,63.08,78.93,64,0.0,0.0,36.3,12.35,24.325,78.733,63.933,24.8,63
1975-08-12,62.95,79.82,66,0,0.0,37.34,18.16,27.75,63.08,78.93,64,0.0,0.0,35.2,20.0,27.6,78.733,63.933,24.3,63
1975-08-13,62.95,79.82,66,0,0.0,32.31,13.68,22.995,63.08,78.93,64,0.0,0.0,34.1,14.25,24.175,78.733,63.933,24.5,63
1975-08-16,62.95,79.82,66,0,0.0,30.17,15.28,22.725,63.08,78.93,64,0.0,0.0,37.4,16.120000000000005,26.76,78.733,63.933,22.0,63
1975-09-05,62.95,79.82,66,0,0.0,29.96,11.36,20.66,63.08,78.93,64,0.0,0.0,61.49,11.4,36.445,78.733,63.933,22.7,63
1975-09-06,62.95,79.82,66,0,0.0,27.82,6.4,17.11,63.08,78.93,64,0.0,0.0,27.5,11.4,19.45,78.733,63.933,21.2,63
1975-09-09,62.95,79.82,66,0,0.0,31.56,8.88,20.22,63.08,78.93,64,0.0,0.0,27.5,11.4,19.45,78.733,63.933,20.0,63
1975-09-14,62.95,79.82,66,16,0.0,31.89,11.28,21.585,63.08,78.93,64,3.0,0.0,30.8,14.8,22.8,78.733,63.933,19.3,63
1975-09-22,62.95,79.82,66,0,0.0,30.5,8.88,19.69,63.08,78.93,64,0.0,0.0,30.8,14.8,22.8,78.733,63.933,22.2,63
1975-09-27,62.95,79.82,66,0,0.0,28.25,7.28,17.765,63.08,78.93,64,0.0,0.0,91.74,5.7,48.72,78.733,63.933,19.2,63
1975-10-07,62.95,79.82,66,0,0.0,49.43,6.32,27.875,63.08,78.93,64,0.0,0.0,91.74,5.7,48.72,78.733,63.933,17.2,63
1975-10-17,62.95,79.82,66,0,0.0,8.13,-1.6,3.2650000000000006,63.08,78.93,64,0.0,0.0,9.9,-0.95,4.4750000000000005,78.733,63.933,4.6,63
1975-10-24,62.95,79.82,66,0,0.0,12.95,12.72,12.835,63.08,78.93,64,0.0,0.0,9.9,-0.95,4.4750000000000005,78.733,63.933,4.8,63
1975-10-27,62.95,79.82,66,0,0.0,23.22,-2.8,10.209999999999999,63.08,78.93,64,0.0,0.0,9.9,-0.95,4.4750000000000005,78.733,63.933,7.7,63
1975-10-30,62.95,79.82,66,0,0.0,40.66,-0.8,19.93,63.08,78.93,64,0.0,0.0,4.4,-4.4,0.0,78.733,63.933,0.0,63
1975-11-10,62.95,79.82,66,0,0.0,5.35,-8.96,-1.8050000000000006,63.08,78.93,64,0.0,0.0,5.5,-10.45,-2.4749999999999996,78.733,63.933,-1.2,63
1975-11-11,62.95,79.82,66,0,0.0,10.16,-8.72,0.7199999999999998,63.08,78.93,64,0.0,0.0,25.18,11.0,18.09,78.733,63.933,0.6,63
1975-11-13,62.95,79.82,66,0,0.0,3.32,-5.6,-1.14,63.08,78.93,64,1.0,0.0,2.2,-10.120000000000001,-3.9600000000000004,78.733,63.933,-2.0,63
1975-11-14,62.95,79.82,66,0,0.0,0.11,-8.0,-3.945,63.08,78.93,64,0.0,0.0,-2.2,-12.919999999999998,-7.559999999999999,78.733,63.933,-2.6,63
1975-11-15,62.95,79.82,66,0,0.0,3.32,-8.88,-2.7800000000000002,63.08,78.93,64,0.0,0.0,2.2,-7.0,-2.4,78.733,63.933,-2.8,63
1975-11-16,62.95,79.82,66,0,0.0,3.74,-10.4,-3.33,63.08,78.93,64,0.0,0.0,6.6,-15.524902280130295,-4.321929967426712,78.733,63.933,0.4,63
1975-11-19,62.95,79.82,66,0,0.0,30.28,-0.72,14.780000000000001,63.08,78.93,64,0.0,0.0,6.6,-15.524902280130295,-4.321929967426712,78.733,63.933,1.0,63
1975-11-26,62.95,79.82,66,0,0.0,8.02,-4.24,1.8899999999999997,63.08,78.93,64,0.0,0.0,9.9,-3.8,3.0500000000000003,78.733,63.933,2.5,63
1975-12-02,62.95,79.82,66,0,0.0,19.92,1.07,10.495000000000001,63.08,78.93,64,0.0,0.0,9.9,-3.8,3.0500000000000003,78.733,63.933,0.3,63
1975-12-05,62.95,79.82,66,0,0.0,1.18,-2.24,-0.5300000000000001,63.08,78.93,64,0.0,0.0,1.1,-8.3,-3.6000000000000005,78.733,63.933,-0.2,63
1975-12-07,62.95,79.82,66,0,0.0,-0.54,-7.2,-3.87,63.08,78.93,64,0.0,0.0,1.1,-8.3,-3.6000000000000005,78.733,63.933,-3.7,63
1975-12-08,62.95,79.82,66,0,2.64,1.82,-8.8,-3.49,63.08,78.93,64,0.0,0.0,10.48,-7.6,1.4400000000000004,78.733,63.933,-4.2,63
1975-12-09,62.95,79.82,66,0,0.0,1.82,-9.44,-3.8099999999999996,63.08,78.93,64,0.0,0.0,10.48,-7.6,1.4400000000000004,78.733,63.933,-3.6,63
1975-12-11,62.95,79.82,66,0,0.0,20.32,7.7,14.01,63.08,78.93,64,3.0,3.74,6.6,-4.199999999999999,1.2000000000000002,78.733,63.933,-1.2,63
1975-12-13,62.95,79.82,66,0,0.0,5.03,-1.28,1.875,63.08,78.93,64,0.0,0.0,2.2,-4.12,-0.96,78.733,63.933,-0.6,63
1975-12-15,62.95,79.82,66,0,0.0,-1.07,-8.32,-4.695,63.08,78.93,64,0.0,3.88,-2.2,-11.239999999999998,-6.719999999999999,78.733,63.933,-5.5,63
1975-12-17,62.95,79.82,66,0,0.0,5.35,-6.72,-0.685,63.08,78.93,64,0.0,0.0,6.6,-9.48,-1.4400000000000004,78.733,63.933,-1.2,63
1975-12-18,62.95,79.82,66,0,0.0,4.28,-6.24,-0.98,63.08,78.93,64,0.0,0.0,7.7,-18.02,-5.16,78.733,63.933,-1.0,63
1975-12-21,62.95,79.82,66,0,0.0,11.98,-4.48,3.75,63.08,78.93,64,0.0,3.03,13.2,-4.75,4.225,78.733,63.933,1.0,63
1975-12-26,62.95,79.82,66,0,3.02,5.35,-1.92,1.7149999999999999,63.08,78.93,64,0.0,0.0,6.6,-9.0,-1.2000000000000002,78.733,63.933,0.8,63
1975-12-27,62.95,79.82,66,0,0.0,10.06,-2.0,4.03,63.08,78.93,64,0.0,0.0,6.6,-9.0,-1.2000000000000002,78.733,63.933,0.0,63
1975-12-28,62.95,79.82,66,0,0.0,8.56,-0.4,4.08,63.08,78.93,64,0.0,0.0,4.4,-2.4800000000000004,0.96,78.733,63.933,0.0,63
1975-12-30,62.95,79.82,66,0,0.0,0.54,-3.12,-1.29,63.08,78.93,64,0.0,0.0,4.4,-2.4800000000000004,0.96,78.733,63.933,1.7,63
1976-01-04,62.95,79.82,66,0,0.0,3.42,-2.72,0.34999999999999987,63.08,78.93,64,0.0,0.0,2.2,-19.924902280130294,-8.72192996742671,78.733,63.933,-1.6,63
1976-01-06,62.95,79.82,66,0,0.0,13.91,-2.32,5.795,63.08,78.93,64,0.0,0.0,14.3,-5.1800000000000015,4.56,78.733,63.933,2.8,63
1976-01-07,62.95,79.82,66,0,0.0,6.42,-1.2,2.61,63.08,78.93,64,0.0,0.0,14.3,-5.1800000000000015,4.56,78.733,63.933,-0.3,63
1976-01-08,62.95,79.82,66,0,0.0,31.67,-2.0,14.835,63.08,78.93,64,0.0,0.0,2.2,-7.48,-2.64,78.733,63.933,-3.8,63
1976-01-13,62.95,79.82,66,0,0.0,-0.86,-3.2,-2.0300000000000002,63.08,78.93,64,0.0,0.0,-1.1,-3.8,-2.45,78.733,63.933,-1.8,63
1976-01-15,62.95,79.82,66,0,0.0,3.85,-3.52,0.16500000000000004,63.08,78.93,64,5.0,0.0,4.4,-8.24,-1.92,78.733,63.933,-2.5,63
1976-01-16,62.95,79.82,66,0,0.0,1.93,-7.2,-2.6350000000000002,63.08,78.93,64,0.0,0.0,4.4,-8.24,-1.92,78.733,63.933,-3.5,63
1976-01-18,62.95,79.82,66,0,0.0,4.17,-1.12,1.525,63.08,78.93,64,0.0,0.0,3.3,-4.26,-0.48,78.733,63.933,-0.5,63
1976-01-19,62.95,79.82,66,0,0.0,7.49,-2.8,2.345,63.08,78.93,64,10.0,0.0,4.4,-1.9,1.2500000000000002,78.733,63.933,0.0,63
1976-01-26,62.95,79.82,66,0,0.0,-2.14,-7.68,-4.91,63.08,78.93,64,0.0,0.0,4.4,-1.9,1.2500000000000002,78.733,63.933,-4.5,63
1976-02-08,62.95,79.82,66,0,0.0,0.32,-2.56,-1.12,63.08,78.93,64,0.0,0.0,-1.1,-5.619999999999999,-3.3599999999999994,78.733,63.933,-4.8,63
1976-02-12,62.95,79.82,66,0,0.0,-8.99,-13.12,-11.055,63.08,78.93,64,0.0,0.0,-1.1,-5.619999999999999,-3.3599999999999994,78.733,63.933,-10.4,63
1976-02-13,62.95,79.82,66,0,0.0,-4.71,-13.36,-9.035,63.08,78.93,64,0.0,0.0,-6.6,-15.2,-10.899999999999999,78.733,63.933,-11.5,63
1976-02-14,62.95,79.82,66,3,0.0,-8.56,-12.0,-10.280000000000001,63.08,78.93,64,0.0,0.0,-8.8,-16.15,-12.475,78.733,63.933,-13.3,63
1976-02-17,62.95,79.82,66,0,0.0,-8.88,-15.6,-12.24,63.08,78.93,64,0.0,0.0,-12.1,-34.224902280130294,-23.02192996742671,78.733,63.933,-16.3,63
1976-02-22,62.95,79.82,66,4,0.0,-0.11,-6.4,-3.2550000000000003,63.08,78.93,64,0.0,2.28,-12.1,-34.224902280130294,-23.02192996742671,78.733,63.933,-5.2,63
1976-02-24,62.95,79.82,66,0,0.0,-5.35,-12.32,-8.835,63.08,78.93,64,0.0,0.0,-12.1,-34.224902280130294,-23.02192996742671,78.733,63.933,-14.2,63
1976-02-26,62.95,79.82,66,0,0.0,26.96,-12.88,7.04,63.08,78.93,64,0.0,0.0,-9.760000000000002,-15.2,-12.48,78.733,63.933,-13.4,63
1976-03-02,62.95,79.82,66,81,0.0,39.38,-5.12,17.130000000000003,63.08,78.93,64,100.0,0.0,-9.760000000000002,-15.2,-12.48,78.733,63.933,-4.5,63
1976-03-06,62.95,79.82,66,0,0.0,1.5,-6.8,-2.65,63.08,78.93,64,0.0,0.0,-9.760000000000002,-15.2,-12.48,78.733,63.933,-8.4,63
1976-03-13,62.95,79.82,66,0,0.0,8.56,-5.36,1.6,63.08,78.93,64,0.0,3.96,6.6,-7.8,-0.6000000000000001,78.733,63.933,-4.3,63
1976-03-16,62.95,79.82,66,0,0.0,-0.43,-3.2,-1.8150000000000002,63.08,78.93,64,1.0,0.0,1.1,-9.74,-4.32,78.733,63.933,-6.0,63
1976-03-24,62.95,79.82,66,0,0.0,2.46,-2.0,0.22999999999999998,63.08,78.93,64,0.0,0.0,3.3,-6.9,-1.8000000000000003,78.733,63.933,-3.3,63
1976-03-28,62.95,79.82,66,0,0.0,9.95,-5.52,2.215,63.08,78.93,64,0.0,0.0,3.3,-6.9,-1.8000000000000003,78.733,63.933,-5.0,63
1976-03-31,62.95,79.82,66,0,0.0,17.12,-0.8,8.16,63.08,78.93,64,0.0,0.0,3.3,-6.9,-1.8000000000000003,78.733,63.933,-0.5,63
1976-04-02,62.95,79.82,66,36,0.0,7.49,1.68,4.585,63.08,78.93,64,19.0,2.32,3.3,-6.9,-1.8000000000000003,78.733,63.933,2.0,63
1976-04-05,62.95,79.82,66,0,0.0,19.37,-0.8,9.285,63.08,78.93,64,0.0,0.0,3.3,-6.9,-1.8000000000000003,78.733,63.933,4.2,63
1976-04-11,62.95,79.82,66,0,0.0,24.93,1.28,13.105,63.08,78.93,64,0.0,0.0,25.3,0.95,13.125,78.733,63.933,6.0,63
1976-04-21,62.95,79.82,66,0,0.0,23.65,7.68,15.665,63.08,78.93,64,0.0,0.0,23.1,8.55,15.825000000000001,78.733,63.933,9.8,63
1976-04-26,62.95,79.82,66,0,0.0,52.43,9.6,31.015,63.08,78.93,64,0.0,0.0,47.41,11.4,29.404999999999998,78.733,63.933,4.0,63
1976-04-28,62.95,79.82,66,0,0.0,25.36,23.36,24.36,63.08,78.93,64,0.0,0.0,26.4,4.275097719869704,15.478070032573287,78.733,63.933,7.0,63
1976-04-29,62.95,79.82,66,0,0.0,26.54,6.48,16.509999999999998,63.08,78.93,64,0.0,0.0,26.4,4.275097719869704,15.478070032573287,78.733,63.933,7.2,63
1976-04-30,62.95,79.82,66,0,0.0,27.28,5.36,16.32,63.08,78.93,64,0.0,0.0,57.75,6.65,32.2,78.733,63.933,14.0,63
1976-05-02,62.95,79.82,66,0,2.12,31.78,9.28,20.53,63.08,78.93,64,0.0,0.0,57.75,6.65,32.2,78.733,63.933,16.4,63
1976-05-03,62.95,79.82,66,0,0.0,32.85,9.28,21.065,63.08,78.93,64,0.0,0.0,45.739999999999995,13.3,29.519999999999996,78.733,63.933,13.8,63
1976-05-05,62.95,79.82,66,0,0.0,71.48,31.68,51.58,63.08,78.93,64,0.0,0.0,45.739999999999995,13.3,29.519999999999996,78.733,63.933,11.2,63
1976-05-11,62.95,79.82,66,0,0.0,32.42,11.28,21.85,63.08,78.93,64,0.0,0.0,45.739999999999995,13.3,29.519999999999996,78.733,63.933,17.5,63
1976-05-19,62.95,79.82,66,0,0.0,32.21,13.28,22.745,63.08,78.93,64,22.0,0.0,45.739999999999995,13.3,29.519999999999996,78.733,63.933,18.2,63
1976-05-20,62.95,79.82,66,0,0.0,33.71,11.84,22.775,63.08,78.93,64,0.0,3.42,77.88,-20.279999999999994,28.8,78.733,63.933,23.0,63
1976-05-22,62.95,79.82,66,7,0.0,31.99,12.0,21.994999999999997,63.08,78.93,64,15.0,0.0,77.88,-20.279999999999994,28.8,78.733,63.933,20.0,63
1976-05-23,62.95,79.82,66,0,0.0,52.54,11.68,32.11,63.08,78.93,64,0.0,0.0,28.6,24.199999999999996,26.4,78.733,63.933,21.4,63
1976-05-28,62.95,79.82,66,0,0.0,29.0,14.16,21.58,63.08,78.93,64,7.0,0.0,22.0,18.799999999999997,20.4,78.733,63.933,19.0,63
1976-06-03,62.95,79.82,66,0,0.0,35.84,12.4,24.12,63.08,78.93,64,0.0,0.0,36.3,17.700000000000003,27.0,78.733,63.933,20.8,63
1976-06-09,62.95,79.82,66,0,0.0,31.56,12.08,21.82,63.08,78.93,64,0.0,0.0,33.0,18.119999999999997,25.56,78.733,63.933,21.4,63
1976-06-10,62.95,79.82,66,0,3.39,36.49,11.68,24.085,63.08,78.93,64,0.0,0.0,36.3,18.900000000000006,27.6,78.733,63.933,23.4,63
1976-06-12,62.95,79.82,66,0,0.0,38.09,17.28,27.685000000000002,63.08,78.93,64,0.0,3.42,33.0,25.08,29.04,78.733,63.933,22.8,63
1976-06-17,62.95,79.82,66,0,0.0,37.88,12.32,25.1,63.08,78.93,64,0.0,0.0,33.0,25.08,29.04,78.733,63.933,24.8,63
1976-06-18,62.95,79.82,66,0,0.0,39.27,13.68,26.475,63.08,78.93,64,0.0,0.0,33.0,25.08,29.04,78.733,63.933,23.8,63
1976-06-25,62.95,79.82,66,0,0.0,43.66,15.76,29.709999999999997,63.08,78.93,64,0.0,0.0,44.0,19.0,31.5,78.733,63.933,29.0,63
1976-07-02,62.95,79.82,66,0,0.0,35.1,14.16,24.630000000000003,63.08,78.93,64,0.0,0.0,71.88,33.0,52.44,78.733,63.933,22.4,63
1976-07-05,62.95,79.82,66,14,0.0,28.89,12.96,20.925,63.08,78.93,64,0.0,0.0,31.9,18.020000000000003,24.96,78.733,63.933,24.0,63
1976-07-10,62.95,79.82,66,0,0.0,36.38,35.84,36.11,63.08,78.93,64,0.0,0.0,37.4,18.05,27.725,78.733,63.933,24.0,63
1976-07-12,62.95,79.82,66,0,0.0,42.69,15.52,29.104999999999997,63.08,78.93,64,0.0,0.0,37.4,18.05,27.725,78.733,63.933,29.2,63
1976-07-14,62.95,79.82,66,0,0.0,41.3,19.6,30.45,63.08,78.93,64,0.0,0.0,37.4,18.05,27.725,78.733,63.933,27.5,63
1976-07-22,62.95,79.82,66,0,0.0,35.42,13.68,24.55,63.08,78.93,64,0.0,0.0,34.1,18.05,26.075000000000003,78.733,63.933,24.5,63
1976-07-23,62.95,79.82,66,0,0.0,34.67,13.44,24.055,63.08,78.93,64,0.0,0.0,36.3,20.1,28.2,78.733,63.933,25.8,63
1976-07-24,62.95,79.82,66,0,0.0,34.99,14.08,24.535,63.08,78.93,64,0.0,0.0,37.4,14.920000000000002,26.16,78.733,63.933,25.0,63
1976-07-26,62.95,79.82,66,0,0.0,38.73,14.0,26.365,63.08,78.93,64,0.0,0.0,39.6,20.9,30.25,78.733,63.933,24.4,63
1976-07-28,62.95,79.82,66,0,0.0,40.66,15.68,28.169999999999998,63.08,78.93,64,0.0,0.0,39.6,20.9,30.25,78.733,63.933,28.5,63
1976-07-29,62.95,79.82,66,0,0.0,40.66,16.32,28.49,63.08,78.93,64,0.0,3.49,45.8,19.0,32.4,78.733,63.933,26.8,63
1976-07-31,62.95,79.82,66,0,0.0,38.52,15.52,27.020000000000003,63.08,78.93,64,0.0,0.0,41.8,18.68,30.24,78.733,63.933,27.8,63
1976-08-03,62.95,79.82,66,0,0.0,41.52,15.68,28.6,63.08,78.93,64,0.0,0.0,41.8,18.68,30.24,78.733,63.933,27.0,63
1976-08-05,62.95,79.82,66,0,0.0,40.02,16.08,28.05,63.08,78.93,64,0.0,0.0,41.8,31.400000000000006,36.6,78.733,63.933,28.8,63
1976-08-08,62.95,79.82,66,0,0.0,41.3,16.64,28.97,63.08,78.93,64,0.0,0.0,48.72192996742671,26.597027687296414,37.8,78.733,63.933,28.8,63
1976-08-12,62.95,79.82,66,0,0.0,35.52,34.45,34.985,63.08,78.93,64,0.0,0.0,39.72192996742671,17.597027687296418,28.8,78.733,63.933,26.8,63
1976-08-14,62.95,79.82,66,0,0.0,32.64,14.4,23.52,63.08,78.93,64,0.0,0.0,39.72192996742671,17.597027687296418,28.8,78.733,63.933,25.8,63
1976-08-16,62.95,79.82,66,0,0.0,44.88,35.1,39.99,63.08,78.93,64,0.0,0.0,36.3,11.700000000000003,24.0,78.733,63.933,24.8,63
1976-08-18,62.95,79.82,66,0,0.0,32.74,12.88,22.810000000000002,63.08,78.93,64,0.0,0.0,36.3,11.700000000000003,24.0,78.733,63.933,25.0,63
1976-08-20,62.95,79.82,66,0,0.0,36.38,11.6,23.990000000000002,63.08,78.93,64,0.0,0.0,38.5,27.019999999999996,32.76,78.733,63.933,24.6,63
1976-08-22,62.95,79.82,66,0,0.0,39.59,13.52,26.555,63.08,78.93,64,0.0,0.0,38.5,27.019999999999996,32.76,78.733,63.933,27.4,63
1976-08-23,62.95,79.82,66,0,0.0,39.7,14.48,27.090000000000003,63.08,78.93,64,0.0,0.0,38.5,27.019999999999996,32.76,78.733,63.933,27.5,63
1976-08-24,62.95,79.82,66,0,0.0,36.92,14.56,25.740000000000002,63.08,78.93,64,0.0,0.0,38.5,27.019999999999996,32.76,78.733,63.933,25.8,63
1976-08-25,62.95,79.82,66,0,0.0,35.31,14.16,24.735,63.08,78.93,64,0.0,0.0,35.2,22.4,28.8,78.733,63.933,25.8,63
1976-08-27,62.95,79.82,66,0,0.0,35.31,12.08,23.695,63.08,78.93,64,0.0,0.0,37.4,15.2,26.299999999999997,78.733,63.933,26.0,63
1976-08-28,62.95,79.82,66,0,0.0,37.77,12.32,25.045,63.08,78.93,64,0.0,0.0,67.87,-9.310000000000002,29.28,78.733,63.933,25.2,63
1976-08-30,62.95,79.82,66,0,0.0,41.6,35.84,38.72,63.08,78.93,64,0.0,0.0,67.87,-9.310000000000002,29.28,78.733,63.933,24.3,63
1976-09-02,62.95,79.82,66,0,0.0,29.1,8.64,18.87,63.08,78.93,64,0.0,0.0,28.6,12.35,20.475,78.733,63.933,22.5,63
1976-09-03,62.95,79.82,66,0,2.18,30.17,8.88,19.525000000000002,63.08,78.93,64,0.0,0.0,69.52,13.3,41.41,78.733,63.933,21.5,63
1976-09-06,62.95,79.82,66,0,0.0,33.38,9.6,21.490000000000002,63.08,78.93,64,0.0,0.0,69.52,13.3,41.41,78.733,63.933,23.0,63
1976-09-07,62.95,79.82,66,0,3.94,31.99,9.76,20.875,63.08,78.93,64,0.0,0.0,33.0,10.45,21.725,78.733,63.933,22.3,63
1976-09-08,62.95,79.82,66,0,0.0,33.6,10.0,21.8,63.08,78.93,64,0.0,0.0,33.0,11.4,22.2,78.733,63.933,21.5,63
1976-09-12,62.95,79.82,66,0,0.0,24.08,8.4,16.24,63.08,78.93,64,0.0,0.0,69.0019299674267,46.87702768729642,58.08,78.733,63.933,16.8,63
1976-09-13,62.95,79.82,66,0,0.0,22.26,2.56,12.41,63.08,78.93,64,0.0,0.0,24.2,13.720000000000002,18.96,78.733,63.933,17.2,63
1976-09-23,62.95,79.82,66,0,0.0,55.75,3.6,29.675,63.08,78.93,64,0.0,0.0,29.7,9.5,19.6,78.733,63.933,17.7,63
1976-09-24,62.95,79.82,66,0,0.0,26.64,7.04,16.84,63.08,78.93,64,0.0,0.0,29.7,9.5,19.6,78.733,63.933,17.2,63
1976-09-27,62.95,79.82,66,0,0.0,59.28,6.08,32.68,63.08,78.93,64,0.0,0.0,26.4,9.5,17.95,78.733,63.933,16.8,63
1976-09-29,62.95,79.82,66,0,0.0,58.96,5.92,32.44,63.08,78.93,64,0.0,0.0,26.4,9.5,17.95,78.733,63.933,13.4,63
1976-10-03,62.95,79.82,66,0,0.0,14.44,-0.08,7.18,63.08,78.93,64,59.0,0.0,12.1,1.9,7.0,78.733,63.933,7.8,63
1976-10-10,62.95,79.82,66,0,0.0,18.73,3.84,11.285,63.08,78.93,64,0.0,0.0,22.921929967426713,0.797027687296417,12.0,78.733,63.933,11.5,63
1976-10-12,62.95,79.82,66,0,0.0,16.05,4.64,10.345,63.08,78.93,64,0.0,0.0,22.921929967426713,0.797027687296417,12.0,78.733,63.933,13.0,63
1976-10-15,62.95,79.82,66,0,0.0,30.92,5.68,18.3,63.08,78.93,64,0.0,0.0,30.8,7.6,19.2,78.733,63.933,12.0,63
1976-10-19,62.95,79.82,66,12,0.0,22.36,-4.72,8.82,63.08,78.93,64,6.0,0.0,30.8,7.6,19.2,78.733,63.933,-4.2,63
