DATE,LATITUDE_A,LONGITUDE_A,ELEVATION_A,PRCP_A,SNWD_A,tmax_A,tmin_A,Tavg_A,LATITUDE_B,LONGITUDE_B,ELEVATION_B,PRCP_B,SNWD_B,tmax_b,tmin_b,Tavg_B,LONGITUDE,LATITUDE,TAVG,ELEVATION
1975-10-17,63.88,77.52,128,0.0,0.0,12.601436597110755,-7.194213483146067,2.64,62.95,79.82,66,0,0.0,8.13,-1.6,3.2650000000000006,78.733,63.933,4.6,63
1975-10-24,63.88,77.52,128,0.0,0.0,12.121436597110755,-7.674213483146067,2.16,62.95,79.82,66,0,0.0,12.95,12.72,12.835,78.733,63.933,4.8,63
1975-10-27,63.88,77.52,128,0.0,0.0,14.4,0.0,7.2,62.95,79.82,66,0,0.0,23.22,-2.8,10.209999999999999,78.733,63.933,7.7,63
1975-10-30,63.88,77.52,128,0.0,0.0,6.361436597110755,-13.434213483146067,-3.6,62.95,79.82,66,0,0.0,40.66,-0.8,19.93,78.733,63.933,0.0,63
1975-11-10,63.88,77.52,128,0.0,0.0,4.4,-11.18,-3.3899999999999997,62.95,79.82,66,0,0.0,5.35,-8.96,-1.8050000000000006,78.733,63.933,-1.2,63
1975-11-11,63.88,77.52,128,0.0,0.0,44.44,-40.839999999999996,1.8000000000000007,62.95,79.82,66,0,0.0,10.16,-8.72,0.7199999999999998,78.733,63.933,0.6,63
1975-11-13,63.88,77.52,128,0.0,0.0,-3.3,-20.7,-12.0,62.95,79.82,66,0,0.0,3.32,-5.6,-1.14,78.733,63.933,-2.0,63
1975-11-14,63.88,77.52,128,0.0,0.0,-2.2,-15.32,-8.76,62.95,79.82,66,0,0.0,0.11,-8.0,-3.945,78.733,63.933,-2.6,63
1975-11-15,63.88,77.52,128,0.0,0.0,1.1,-15.98,-7.44,62.95,79.82,66,0,0.0,3.32,-8.88,-2.7800000000000002,78.733,63.933,-2.8,63
1975-11-16,63.88,77.52,128,0.0,0.0,3.3,-15.3,-6.0,62.95,79.82,66,0,0.0,3.74,-10.4,-3.33,78.733,63.933,0.4,63
1975-11-19,63.88,77.52,128,0.0,2.6,9.961436597110755,-9.834213483146067,0.0,62.95,79.82,66,0,0.0,30.28,-0.72,14.780000000000001,78.733,63.933,1.0,63
1975-11-26,63.88,77.52,128,0.0,0.0,8.8,-1.72,3.5400000000000005,62.95,79.82,66,0,0.0,8.02,-4.24,1.8899999999999997,78.733,63.933,2.5,63
1975-12-02,63.88,77.52,128,0.0,0.0,-1.1,-7.74,-4.42,62.95,79.82,66,0,0.0,19.92,1.07,10.495000000000001,78.733,63.933,0.3,63
1975-12-05,63.88,77.52,128,0.0,2.12,-1.1,-4.3,-2.7,62.95,79.82,66,0,0.0,1.18,-2.24,-0.5300000000000001,78.733,63.933,-0.2,63
1975-12-07,63.88,77.52,128,0.0,0.0,0.0,-16.32,-8.16,62.95,79.82,66,0,0.0,-0.54,-7.2,-3.87,78.733,63.933,-3.7,63
1975-12-08,63.88,77.52,128,0.0,0.0,11.0,-8.6,1.2000000000000002,62.95,79.82,66,0,2.64,1.82,-8.8,-3.49,78.733,63.933,-4.2,63
1975-12-09,63.88,77.52,128,0.0,0.0,2.2,-10.32,-4.0600000000000005,62.95,79.82,66,0,0.0,1.82,-9.44,-3.8099999999999996,78.733,63.933,-3.6,63
1975-12-11,63.88,77.52,128,0.0,0.0,1.1,-2.58,-0.74,62.95,79.82,66,0,0.0,20.32,7.7,14.01,78.733,63.933,-1.2,63
1975-12-13,63.88,77.52,128,0.0,0.0,70.66000000000001,1.1,35.88,62.95,79.82,66,0,0.0,5.03,-1.28,1.875,78.733,63.933,-0.6,63
1975-12-15,63.88,77.52,128,0.0,0.0,-4.4,-18.4,-11.399999999999999,62.95,79.82,66,0,0.0,-1.07,-8.32,-4.695,78.733,63.933,-5.5,63
1975-12-17,63.88,77.52,128,0.0,0.0,1.1,-3.44,-1.17,62.95,79.82,66,0,0.0,5.35,-6.72,-0.685,78.733,63.933,-1.2,63
1975-12-18,63.88,77.52,128,0.0,0.0,46.921436597110755,27.125786516853935,36.96,62.95,79.82,66,0,0.0,4.28,-6.24,-0.98,78.733,63.933,-1.0,63
1975-12-21,63.88,77.52,128,0.0,0.0,8.8,-10.995650080256821,-1.1614365971107539,62.95,79.82,66,0,0.0,11.98,-4.48,3.75,78.733,63.933,1.0,63
1975-12-26,63.88,77.52,128,0.0,0.0,5.5,-2.62,1.44,62.95,79.82,66,0,3.02,5.35,-1.92,1.7149999999999999,78.733,63.933,0.8,63
1975-12-27,63.88,77.52,128,0.0,0.0,5.5,16.08,1.44,62.95,79.82,66,0,0.0,10.06,-2.0,4.03,78.733,63.933,0.0,63
1975-12-28,63.88,77.52,128,0.0,0.0,2.2,-3.16,-0.48,62.95,79.82,66,0,0.0,8.56,-0.4,4.08,78.733,63.933,0.0,63
1975-12-30,63.88,77.52,128,0.0,0.0,25.71,3.3,14.505,62.95,79.82,66,0,0.0,0.54,-3.12,-1.29,78.733,63.933,1.7,63
1976-01-04,63.88,77.52,128,0.0,0.0,0.0,-6.72,-3.36,62.95,79.82,66,0,0.0,3.42,-2.72,0.34999999999999987,78.733,63.933,-1.6,63
1976-01-06,63.88,77.52,128,0.0,0.0,13.081436597110756,-6.714213483146067,3.12,62.95,79.82,66,0,0.0,13.91,-2.32,5.795,78.733,63.933,2.8,63
1976-01-07,63.88,77.52,128,0.0,0.0,0.0,-4.8,-2.4,62.95,79.82,66,0,0.0,6.42,-1.2,2.61,78.733,63.933,-0.3,63
1976-01-08,63.88,77.52,128,0.0,0.0,-0.8385634028892461,-20.63421348314607,-10.8,62.95,79.82,66,0,0.0,31.67,-2.0,14.835,78.733,63.933,-3.8,63
1976-01-13,63.88,77.52,128,0.0,0.0,1.1,-6.380000000000001,-2.6400000000000006,62.95,79.82,66,0,0.0,-0.86,-3.2,-2.0300000000000002,78.733,63.933,-1.8,63
1976-01-15,63.88,77.52,128,10.0,2.91,6.361436597110755,-13.434213483146067,-3.6,62.95,79.82,66,0,0.0,3.85,-3.52,0.16500000000000004,78.733,63.933,-2.5,63
1976-01-16,63.88,77.52,128,10.0,0.0,-1.1,-8.02,-4.56,62.95,79.82,66,0,0.0,1.93,-7.2,-2.6350000000000002,78.733,63.933,-3.5,63
1976-01-18,63.88,77.52,128,10.0,0.0,1.1,-7.82,-3.3600000000000003,62.95,79.82,66,0,0.0,4.17,-1.12,1.525,78.733,63.933,-0.5,63
1976-01-19,63.88,77.52,128,10.0,0.0,0.040000000000000036,-1.72,-0.84,62.95,79.82,66,0,0.0,7.49,-2.8,2.345,78.733,63.933,0.0,63
1976-01-26,63.88,77.52,128,10.0,3.2,3.7214365971107544,-16.074213483146067,-6.24,62.95,79.82,66,0,0.0,-2.14,-7.68,-4.91,78.733,63.933,-4.5,63
1976-02-08,63.88,77.52,128,10.0,0.0,-3.3,-8.7,-6.0,62.95,79.82,66,0,0.0,0.32,-2.56,-1.12,78.733,63.933,-4.8,63
1976-02-12,63.88,77.52,128,0.0,0.0,-8.8,-22.4,-15.6,62.95,79.82,66,0,0.0,-8.99,-13.12,-11.055,78.733,63.933,-10.4,63
1976-02-13,63.88,77.52,128,0.0,0.0,8.69,-49.489999999999995,-20.4,62.95,79.82,66,0,0.0,-4.71,-13.36,-9.035,78.733,63.933,-11.5,63
1976-02-14,63.88,77.52,128,0.0,0.0,-11.0,-38.92,-24.96,62.95,79.82,66,3,0.0,-8.56,-12.0,-10.280000000000001,78.733,63.933,-13.3,63
1976-02-17,63.88,77.52,128,0.0,0.0,-16.5,-30.299999999999997,-23.4,62.95,79.82,66,0,0.0,-8.88,-15.6,-12.24,78.733,63.933,-16.3,63
1976-02-22,63.88,77.52,128,0.0,0.0,-2.2,-10.32,-6.26,62.95,79.82,66,4,0.0,-0.11,-6.4,-3.2550000000000003,78.733,63.933,-5.2,63
1976-02-24,63.88,77.52,128,0.0,3.32,-13.2,-31.919999999999998,-22.56,62.95,79.82,66,0,0.0,-5.35,-12.32,-8.835,78.733,63.933,-14.2,63
1976-02-26,63.88,77.52,128,0.0,0.0,-11.0,-33.4,-22.2,62.95,79.82,66,0,0.0,26.96,-12.88,7.04,78.733,63.933,-13.4,63
1976-03-02,63.88,77.52,128,0.0,0.0,-2.2,-8.600000000000001,-5.4,62.95,79.82,66,81,0.0,39.38,-5.12,17.130000000000003,78.733,63.933,-4.5,63
1976-03-06,63.88,77.52,128,0.0,0.0,-4.4,-17.200000000000003,-10.8,62.95,79.82,66,0,0.0,1.5,-6.8,-2.65,78.733,63.933,-8.4,63
1976-03-13,63.88,77.52,128,0.0,0.0,-1.1,-7.74,-4.42,62.95,79.82,66,0,0.0,8.56,-5.36,1.6,78.733,63.933,-4.3,63
1976-03-16,63.88,77.52,128,0.0,0.0,-4.4,-24.195650080256822,-14.361436597110755,62.95,79.82,66,0,0.0,-0.43,-3.2,-1.8150000000000002,78.733,63.933,-6.0,63
1976-03-24,63.88,77.52,128,0.0,0.0,7.9214365971107545,-11.874213483146068,-2.04,62.95,79.82,66,0,0.0,2.46,-2.0,0.22999999999999998,78.733,63.933,-3.3,63
1976-03-28,63.88,77.52,128,0.0,0.0,-5.98,-6.02,-6.0,62.95,79.82,66,0,0.0,9.95,-5.52,2.215,78.733,63.933,-5.0,63
1976-03-31,63.88,77.52,128,0.0,0.0,5.5,-3.44,1.03,62.95,79.82,66,0,0.0,17.12,-0.8,8.16,78.733,63.933,-0.5,63
1976-04-02,63.88,77.52,128,0.0,0.0,6.6,-1.7999999999999998,2.4,62.95,79.82,66,36,0.0,7.49,1.68,4.585,78.733,63.933,2.0,63
1976-04-05,63.88,77.52,128,0.0,0.0,17.6,0.3999999999999986,9.0,62.95,79.82,66,0,0.0,19.37,-0.8,9.285,78.733,63.933,4.2,63
1976-04-11,63.88,77.52,128,0.0,0.0,22.0,0.0,11.0,62.95,79.82,66,0,0.0,24.93,1.28,13.105,78.733,63.933,6.0,63
1976-04-21,63.88,77.52,128,0.0,0.0,22.441436597110755,2.645786516853933,12.48,62.95,79.82,66,0,0.0,23.65,7.68,15.665,78.733,63.933,9.8,63
1976-04-26,63.88,77.52,128,0.0,0.0,26.521436597110753,6.7257865168539315,16.56,62.95,79.82,66,0,0.0,52.43,9.6,31.015,78.733,63.933,4.0,63
1976-04-28,63.88,77.52,128,0.0,0.0,25.561436597110756,5.765786516853932,15.6,62.95,79.82,66,0,0.0,25.36,23.36,24.36,78.733,63.933,7.0,63
1976-04-29,63.88,77.52,128,0.0,0.0,25.3,6.02,15.66,62.95,79.82,66,0,0.0,26.54,6.48,16.509999999999998,78.733,63.933,7.2,63
1976-04-30,63.88,77.52,128,0.0,0.0,28.561436597110756,8.765786516853934,18.6,62.95,79.82,66,0,0.0,27.28,5.36,16.32,78.733,63.933,14.0,63
1976-05-02,63.88,77.52,128,0.0,0.0,31.9,8.6,20.25,62.95,79.82,66,0,2.12,31.78,9.28,20.53,78.733,63.933,16.4,63
1976-05-03,63.88,77.52,128,0.0,0.0,33.0,10.32,21.66,62.95,79.82,66,0,0.0,32.85,9.28,21.065,78.733,63.933,13.8,63
1976-05-05,63.88,77.52,128,0.0,0.0,23.1,3.3043499197431796,13.138563402889247,62.95,79.82,66,0,0.0,71.48,31.68,51.58,78.733,63.933,11.2,63
1976-05-11,63.88,77.52,128,0.0,0.0,29.761436597110755,9.965786516853933,19.8,62.95,79.82,66,0,0.0,32.42,11.28,21.85,78.733,63.933,17.5,63
1976-05-19,63.88,77.52,128,0.0,0.0,37.4,22.120000000000005,29.76,62.95,79.82,66,0,0.0,32.21,13.28,22.745,78.733,63.933,18.2,63
1976-05-20,63.88,77.52,128,0.0,0.0,37.4,22.6,30.0,62.95,79.82,66,0,0.0,33.71,11.84,22.775,78.733,63.933,23.0,63
1976-05-22,63.88,77.52,128,0.0,2.54,24.2,20.44,22.32,62.95,79.82,66,7,0.0,31.99,12.0,21.994999999999997,78.733,63.933,20.0,63
1976-05-23,63.88,77.52,128,0.0,0.0,77.58,29.7,53.64,62.95,79.82,66,0,0.0,52.54,11.68,32.11,78.733,63.933,21.4,63
1976-05-28,63.88,77.52,128,0.0,0.0,23.1,17.699999999999996,20.4,62.95,79.82,66,0,0.0,29.0,14.16,21.58,78.733,63.933,19.0,63
1976-06-03,63.88,77.52,128,0.0,0.0,36.3,15.780000000000001,26.04,62.95,79.82,66,0,0.0,35.84,12.4,24.12,78.733,63.933,20.8,63
1976-06-09,63.88,77.52,128,0.0,3.69,34.80143659711075,15.005786516853933,24.84,62.95,79.82,66,0,0.0,31.56,12.08,21.82,78.733,63.933,21.4,63
1976-06-10,63.88,77.52,128,0.0,0.0,38.5,20.060000000000002,29.28,62.95,79.82,66,0,3.39,36.49,11.68,24.085,78.733,63.933,23.4,63
1976-06-12,63.88,77.52,128,0.0,0.0,39.36143659711075,19.565786516853933,29.4,62.95,79.82,66,0,0.0,38.09,17.28,27.685000000000002,78.733,63.933,22.8,63
1976-06-17,63.88,77.52,128,0.0,0.0,40.7,24.099999999999994,32.4,62.95,79.82,66,0,0.0,37.88,12.32,25.1,78.733,63.933,24.8,63
1976-06-18,63.88,77.52,128,0.0,0.0,38.5,23.9,31.2,62.95,79.82,66,0,0.0,39.27,13.68,26.475,78.733,63.933,23.8,63
1976-06-25,63.88,77.52,128,0.0,0.0,46.2,28.200000000000003,37.2,62.95,79.82,66,0,0.0,43.66,15.76,29.709999999999997,78.733,63.933,29.0,63
1976-07-02,63.88,77.52,128,0.0,0.0,31.9,18.5,25.2,62.95,79.82,66,0,0.0,35.1,14.16,24.630000000000003,78.733,63.933,22.4,63
1976-07-05,63.88,77.52,128,0.0,0.0,31.9,9.46,20.68,62.95,79.82,66,14,0.0,28.89,12.96,20.925,78.733,63.933,24.0,63
1976-07-10,63.88,77.52,128,0.0,0.0,35.78,14.62,25.2,62.95,79.82,66,0,0.0,36.38,35.84,36.11,78.733,63.933,24.0,63
1976-07-12,63.88,77.52,128,0.0,0.0,44.0,36.16,40.08,62.95,79.82,66,0,0.0,42.69,15.52,29.104999999999997,78.733,63.933,29.2,63
1976-07-14,63.88,77.52,128,0.0,0.0,47.52143659711076,27.725786516853937,37.56,62.95,79.82,66,0,0.0,41.3,19.6,30.45,78.733,63.933,27.5,63
1976-07-22,63.88,77.52,128,0.0,0.0,33.0,15.48,24.240000000000002,62.95,79.82,66,0,0.0,35.42,13.68,24.55,78.733,63.933,24.5,63
1976-07-23,63.88,77.52,128,0.0,0.0,80.63,-20.629999999999995,30.0,62.95,79.82,66,0,0.0,34.67,13.44,24.055,78.733,63.933,25.8,63
1976-07-24,63.88,77.52,128,0.0,0.0,37.4,15.48,26.439999999999998,62.95,79.82,66,0,0.0,34.99,14.08,24.535,78.733,63.933,25.0,63
1976-07-26,63.88,77.52,128,0.0,0.0,42.9,24.300000000000004,33.6,62.95,79.82,66,0,0.0,38.73,14.0,26.365,78.733,63.933,24.4,63
1976-07-28,63.88,77.52,128,0.0,0.0,41.8,25.400000000000006,33.6,62.95,79.82,66,0,0.0,40.66,15.68,28.169999999999998,78.733,63.933,28.5,63
1976-07-29,63.88,77.52,128,0.0,3.81,40.7,22.18,31.44,62.95,79.82,66,0,0.0,40.66,16.32,28.49,78.733,63.933,26.8,63
1976-07-31,63.88,77.52,128,0.0,0.0,41.8,33.8,37.8,62.95,79.82,66,0,0.0,38.52,15.52,27.020000000000003,78.733,63.933,27.8,63
1976-08-03,63.88,77.52,128,0.0,0.0,42.9,20.64,31.77,62.95,79.82,66,0,0.0,41.52,15.68,28.6,78.733,63.933,27.0,63
1976-08-05,63.88,77.52,128,0.0,0.0,42.9,19.78,31.34,62.95,79.82,66,0,0.0,40.02,16.08,28.05,78.733,63.933,28.8,63
1976-08-08,63.88,77.52,128,0.0,0.0,48.4,44.98,46.69,62.95,79.82,66,0,0.0,41.3,16.64,28.97,78.733,63.933,28.8,63
1976-08-12,63.88,77.52,128,0.0,0.0,63.91,2.5700000000000074,33.24,62.95,79.82,66,0,0.0,35.52,34.45,34.985,78.733,63.933,26.8,63
1976-08-14,63.88,77.52,128,0.0,0.0,35.2,20.0,27.6,62.95,79.82,66,0,0.0,32.64,14.4,23.52,78.733,63.933,25.8,63
1976-08-16,63.88,77.52,128,0.0,0.0,35.2,20.72,27.96,62.95,79.82,66,0,0.0,44.88,35.1,39.99,78.733,63.933,24.8,63
1976-08-18,63.88,77.52,128,0.0,0.0,35.440000000000005,13.76,24.6,62.95,79.82,66,0,0.0,32.74,12.88,22.810000000000002,78.733,63.933,25.0,63
1976-08-20,63.88,77.52,128,0.0,0.0,35.2,18.799999999999997,27.0,62.95,79.82,66,0,0.0,36.38,11.6,23.990000000000002,78.733,63.933,24.6,63
1976-08-22,63.88,77.52,128,0.0,0.0,44.52143659711076,24.725786516853937,34.56,62.95,79.82,66,0,0.0,39.59,13.52,26.555,78.733,63.933,27.4,63
1976-08-23,63.88,77.52,128,0.0,3.49,119.52000000000001,39.6,79.56,62.95,79.82,66,0,0.0,39.7,14.48,27.090000000000003,78.733,63.933,27.5,63
1976-08-24,63.88,77.52,128,0.0,0.0,40.7,17.2,28.950000000000003,62.95,79.82,66,0,0.0,36.92,14.56,25.740000000000002,78.733,63.933,25.8,63
1976-08-25,63.88,77.52,128,0.0,0.0,39.6,15.48,27.54,62.95,79.82,66,0,0.0,35.31,14.16,24.735,78.733,63.933,25.8,63
1976-08-27,63.88,77.52,128,0.0,0.0,38.61,36.3,37.455,62.95,79.82,66,0,0.0,35.31,12.08,23.695,78.733,63.933,26.0,63
1976-08-28,63.88,77.52,128,0.0,0.0,39.6,16.559999999999995,28.08,62.95,79.82,66,0,0.0,37.77,12.32,25.045,78.733,63.933,25.2,63
1976-08-30,63.88,77.52,128,0.0,0.0,37.4,14.440000000000005,25.92,62.95,79.82,66,0,0.0,41.6,35.84,38.72,78.733,63.933,24.3,63
1976-09-02,63.88,77.52,128,0.0,0.0,104.88,26.4,65.64,62.95,79.82,66,0,0.0,29.1,8.64,18.87,78.733,63.933,22.5,63
1976-09-03,63.88,77.52,128,0.0,0.0,114.88000000000001,30.8,72.84,62.95,79.82,66,0,2.18,30.17,8.88,19.525000000000002,78.733,63.933,21.5,63
1976-09-06,63.88,77.52,128,0.0,0.0,34.1,13.899999999999999,24.0,62.95,79.82,66,0,0.0,33.38,9.6,21.490000000000002,78.733,63.933,23.0,63
1976-09-07,63.88,77.52,128,0.0,0.0,35.2,15.404349919743181,25.23856340288925,62.95,79.82,66,0,3.94,31.99,9.76,20.875,78.733,63.933,22.3,63
1976-09-08,63.88,77.52,128,0.0,0.0,36.72,36.3,36.51,62.95,79.82,66,0,0.0,33.6,10.0,21.8,78.733,63.933,21.5,63
1976-09-12,63.88,77.52,128,0.0,0.0,24.2,-0.9199999999999982,11.64,62.95,79.82,66,0,0.0,24.08,8.4,16.24,78.733,63.933,16.8,63
1976-09-13,63.88,77.52,128,0.0,2.57,24.2,7.720000000000002,15.96,62.95,79.82,66,0,0.0,22.26,2.56,12.41,78.733,63.933,17.2,63
1976-09-23,63.88,77.52,128,0.0,0.0,58.339999999999996,41.02,49.68,62.95,79.82,66,0,0.0,55.75,3.6,29.675,78.733,63.933,17.7,63
1976-09-24,63.88,77.52,128,0.0,0.0,28.64,25.3,26.97,62.95,79.82,66,0,0.0,26.64,7.04,16.84,78.733,63.933,17.2,63
1976-09-27,63.88,77.52,128,0.0,0.0,24.2,8.919999999999998,16.56,62.95,79.82,66,0,0.0,59.28,6.08,32.68,78.733,63.933,16.8,63
1976-09-29,63.88,77.52,128,0.0,0.0,20.9,5.16,13.03,62.95,79.82,66,0,0.0,58.96,5.92,32.44,78.733,63.933,13.4,63
1976-10-03,63.88,77.52,128,0.0,0.0,8.8,-10.995650080256821,-1.1614365971107539,62.95,79.82,66,0,0.0,14.44,-0.08,7.18,78.733,63.933,7.8,63
1976-10-10,63.88,77.52,128,0.0,0.0,8.8,-10.995650080256821,-1.1614365971107539,62.95,79.82,66,0,0.0,18.73,3.84,11.285,78.733,63.933,11.5,63
1976-10-12,63.88,77.52,128,0.0,0.0,14.3,4.899999999999999,9.6,62.95,79.82,66,0,0.0,16.05,4.64,10.345,78.733,63.933,13.0,63
1976-10-15,63.88,77.52,128,0.0,0.0,27.5,6.88,17.19,62.95,79.82,66,0,0.0,30.92,5.68,18.3,78.733,63.933,12.0,63
